center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[199.  47. 338.   0.  48.  57.  38.  45.],4,201,7,['CARDINAL'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['721-3765']
[199.  47. 338.   0.  48.  57.  38.  45.],4,202,8,['CARDINAL'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['336']
[199.  47. 338.   0.  48.  57.  38.  45.],4,203,9,['CARDINAL'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['733']
[199.  47. 338.   0.  48.  57.  38.  45.],4,204,10,['PHONE_NUMBER'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['(904) 446-9817']
[199.  47. 338.   0.  48.  57.  38.  45.],4,205,11,['PHONE_NUMBER'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['(336) 721-3765']
[199.  47. 338.   0.  48.  57.  38.  45.],4,206,12,['PHONE_NUMBER'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['(336) 733-8420']
[199.  47. 338.   0.  48.  57.  38.  45.],4,207,12,['PHONE_NUMBER'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['446 9817']
[199.  47. 338.   0.  48.  57.  38.  45.],4,208,12,['PHONE_NUMBER'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['721 3765']
[199.  47. 338.   0.  48.  57.  38.  45.],4,210,12,['DATE'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],"[""('ida', '32202')""]"
[199.  47. 338.   0.  48.  57.  38.  45.],4,211,12,['DATE'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],"[""('olina', '27101')""]"
[199.  47. 338.   0.  48.  57.  38.  45.],4,212,12,['DATE'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],"[""('ida', '32202')""]"
[199.  47. 338.   0.  48.  57.  38.  45.],4,213,12,['DATE'],16,20,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],"[""('olina', '27101')""]"
[216.  47. 338.  15.  48.  57.  38. 197.],5,182,0,['PERSON'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER']
[216.  47. 338.  15.  48.  57.  38. 197.],5,183,1,['PERSON'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ESQUIRE JANNA M. BLASINOAME']
[216.  47. 338.  15.  48.  57.  38. 197.],5,184,2,['ORG'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ESQUIRE Wilner Hartley & Metcalf']
[216.  47. 338.  15.  48.  57.  38. 197.],5,185,3,['GPE'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['P.A.']
[216.  47. 338.  15.  48.  57.  38. 197.],5,187,4,['FAC'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Duval Street']
[216.  47. 338.  15.  48.  57.  38. 197.],5,188,5,['ORDINAL'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Third']
[216.  47. 338.  15.  48.  57.  38. 197.],5,189,6,['GPE'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Floor Jacksonville']
[216.  47. 338.  15.  48.  57.  38. 197.],5,190,7,['GPE'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Florida']
[216.  47. 338.  15.  48.  57.  38. 197.],5,192,8,['CARDINAL'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['904']
[216.  47. 338.  15.  48.  57.  38. 197.],5,194,8,['PERSON'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM']
[216.  47. 338.  15.  48.  57.  38. 197.],5,195,9,['ORG'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ESQUIRE Womble Carlyle Sandridge & Rice']
[216.  47. 338.  15.  48.  57.  38. 197.],5,196,10,['ORDINAL'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Fourth']
[216.  47. 338.  15.  48.  57.  38. 197.],5,197,11,['GPE'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['Salem']
[216.  47. 338.  15.  48.  57.  38. 197.],5,198,12,['GPE'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['North Carolina']
[216.  47. 338.  15.  48.  57.  38. 197.],5,209,12,['PHONE_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['733 8420']
[216.  47. 338.  15.  48.  57.  38. 197.],5,214,13,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rs']
[216.  47. 338.  15.  48.  57.  38. 197.],5,215,14,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rr']
[216.  47. 338.  15.  48.  57.  38. 197.],5,216,15,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['r ']
[216.  47. 338.  15.  48.  57.  38. 197.],5,217,16,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rt']
[216.  47. 338.  15.  48.  57.  38. 197.],5,218,17,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['re']
[216.  47. 338.  15.  48.  57.  38. 197.],5,219,18,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rd']
[216.  47. 338.  15.  48.  57.  38. 197.],5,220,19,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['r ']
[216.  47. 338.  15.  48.  57.  38. 197.],5,221,20,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ri']
[216.  47. 338.  15.  48.  57.  38. 197.],5,222,21,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['r@']
[216.  47. 338.  15.  48.  57.  38. 197.],5,223,22,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rl']
[216.  47. 338.  15.  48.  57.  38. 197.],5,224,23,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ri']
[216.  47. 338.  15.  48.  57.  38. 197.],5,225,24,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rt']
[216.  47. 338.  15.  48.  57.  38. 197.],5,226,25,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['re']
[216.  47. 338.  15.  48.  57.  38. 197.],5,227,26,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rt']
[216.  47. 338.  15.  48.  57.  38. 197.],5,228,27,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['ro']
[216.  47. 338.  15.  48.  57.  38. 197.],5,229,28,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rs']
[216.  47. 338.  15.  48.  57.  38. 197.],5,230,29,['SUSPICIOUS_NUMBER'],16,46,"['anderson@terrellhogan.com\\n\\nNORWOOD S. WILNER, ESQUIRE JANNA M. BLASINOAME, ESQUIRE Wilner Hartley & Metcalf, P.A. 444 E4 Duval Street, Third Floor Jacksonville, Florida 32202 (904) 446-9817 nwilner@whmlegal.com\\n\\nOn behalf of the Defendant R. J. Reynolds Tobacco Company:\\n\\nWILLIAM E. LATHAM, ESQUIRE Womble Carlyle Sandridge & Rice One West Fourth Street Winston-Salem, North Carolina 27101 (336) 721-3765 (336) 733-8420']",[338],['rr']
